"ROK";"OBJECTID";"KOD_LOKALITA";"KOD_LOK";"NAZ_LOKAL";"PUVODNI_NAZEV";"PUVODNI_KOD";"MON_DRUH";"DATUM_MONIT";"MONITOROVATEL";"NOC_MONIT";"ABI_TEPLOTA";"ABI_VITR";"ABI_POCASI";"ABI_POZNAMKA";"STA_STAVVODAPERIODTUN";"STA_STAVVODALITORAL";"STA_PRUHLEDNOSTVODA";"STA_PRUHLEDNOSTVODAPOZN";"STA_ZABARVENIZAKAL";"STA_DUVODZABARVENIZAKAL";"STA_VEKSLOZENIRYBOBSADKA";"STA_POKRVEGETACE";"STA_POZNAMKA";"DALŠÍ_DRUHY2";"STA_DRUHRVEGRASA";"STA_DRUHRVEG1";"STA_DRUHRVEG2";"STA_DRUHVEGJINY";"VLV_VLIVY";"VLV_CINNOSTDOPAD";"VLV_POZNAMKA";"POP_VYSKYTDRUH";"POP_CELKPOCETVSEEXEMPLAR";"POP_CELKPOCETVSEEXEMPLARREL";"POP_CELKPOCETVSEADULT";"POP_CELKPOCETVSEADULTREL";"POP_POCETSAMEC";"POP_POCETSAMECREL";"POP_POCETSAMICE";"POP_POCETSAMICEREL";"POP_POCETPOHLNEURCENYADULT";"POP_POCETPOHLNEURCENYADULTREL";"POP_POCETMRTVYJEDINEC";"POP_POCETMRTVYJEDINECREL";"POP_CELKPOCETVSESUBADULT";"POP_CELKPOCETVSESUBADULTREL";"POP_POCETJUVENIL";"POP_POCETJUVENILREL";"POP_POCETLARVA";"POP_POCETLARVAREL";"POP_POCETMETAMORF";"POP_POCETMETAMORFREL";"POP_CELKPOCETVSESNUSKA";"POP_CELKPOCETVSESNUSKAREL";"POP_PLOCHASNUSKA";"POP_POZNAMKA";"CREATIONDATE";"CREATOR";"EDITDATE";"EDITOR";"STA_SLEDOVANIEVL";"STA_ZOOPLANKTON";"STA_KACHNALOV";"STA_ZASTINENI";"POP_VYSKYTDRUH.1";"POP_PLOCHASNUSKA_M2";"SITECODE";"EVL_SITECODE";"STA_STAVVODA";"STA_ZABARVENIZAKAL_POZN";"STA_KACHNAPRITOMNOST";"STA_KACHNA";"STA_MANIPULACE";"STA_ZASTINENIHLADINA";"STA_KONTAMINACE";"STA_PLISEN";"POP_DRUHANONE";"CREATION_DATE";"EDIT_DATE"
2021;"961";"CZ0423216_3";NA;"K229";"";NA;"Bombina bombina";"00:00,0";"Jiøí Vojar";"ne";18;"slabı";"zataeno";"";NA;100;NA;"";"bez zákalu";"";"pravdìpodobnì malé ryby (plotice, perlíni)";65;"rozloha kolem 600 m2, max. hloubka 1,5 m, pøevládající 0,7 m, mírné sklony, ";NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì";"silnı rozvoj litorálù v posledních letech, kdy došlo v dùsledku sucha k poklesu vody a zárostu dalších partií";NA;NA;NA;3;"";"2";"";1;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"v 10 pastech odchyceni 3 jedinci (2 samci, jedna samice)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_3";NA;"litorály";"";"ne";"";"ne";40;"ne";"ne";"ano";"17:29,0";""
2021;"962";"CZ0423216_3";NA;"K229";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";24;"slabı";"déš";"";NA;100;NA;"";"bez zákalu";"";"pravdìpodobnì malé ryby (plotice, perlíni)";65;"rozloha kolem 600 m2, max. hloubka 1,5 m, pøevládající 0,7 m, mírné sklony, ";NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì";"silnı rozvoj litorálù v posledních letech, kdy došlo v dùsledku sucha k poklesu vody a zárostu dalších partií";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"kladení 10 pastí, èolci nepozorováni";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_3";NA;"litorály";"";"ne";"";"ne";40;"ne";"ne";"ne";"23:25,0";""
2021;"963";"CZ0423216_3";NA;"K229";"";NA;"Bombina bombina";"00:00,0";"Jiøí Vojar";"ne";20;"slabı";"oblaèno";"";NA;100;NA;"";"bez zákalu";"";"pravdìpodobnì malé ryby (plotice, perlíni)";65;"rozloha kolem 600 m2, max. hloubka 1,5 m, pøevládající 0,7 m, mírné sklony, ";NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì";"silnı rozvoj litorálù v posledních letech, kdy došlo v dùsledku sucha k poklesu vody a zárostu dalších partií";NA;NA;NA;NA;"øádovì vyšší desítky";NA;"øádovì niší desítky";NA;"";NA;"";NA;"";NA;"";NA;"do 10";NA;"";NA;"";NA;"";NA;"niší desítky vokalizujících samcù, celkovì vyšší desítky dospìlcù vèetnì 5 jedincù v pastech, pulci jednotlivì (v pastech) ";NA;"vojar@fzp.czu.cz";NA;"vojar@fzp.czu.cz";NA;"ano";NA;NA;NA;NA;"CZ0423216_3";NA;"litorály";"";"ne";"";"ne";40;"ne";"ne";"ano";"30:42,0";"31:16,0"
2021;"964";"CZ0423216_3";NA;"K229";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";20;"slabı";"oblaèno";"";NA;100;NA;"";"bez zákalu";"";"pravdìpodobnì malé ryby (plotice, perlíni)";65;"rozloha kolem 600 m2, max. hloubka 1,5 m, pøevládající 0,7 m, mírné sklony, ";NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì";"silnı rozvoj litorálù v posledních letech, kdy došlo v dùsledku sucha k poklesu vody a zárostu dalších partií";NA;NA;NA;11;"";NA;"øádovì niší desítky";NA;"";NA;"";NA;"";3;"";NA;"";NA;"";NA;"";NA;"";NA;"v 10 pastech 15 jedincù - 8 samcù, 3 samice, 4 sad. (1,5 jed./past), larvy nepozorovány";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_3";NA;"litorály";"";"ne";"";"ne";40;"ne";"ne";"ano";"34:47,0";""
2021;"965";"CZ0423216_4";NA;"K066";"";NA;"Bombina bombina";"00:00,0";"Jiøí Vojar";"ne";12;"bezvìtøí";"oblaèno";"";NA;100;NA;"";"bez zákalu";"";"hejna menších ryb (perlíni, plotice)";40;"vìtší tùò (750 m2), mírné sklony bøehù, hustší litorály po obvodu, max. hloubka 1,5 m a více, pøevládající 0,8 m";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"cca 100";NA;"øádovì vyšší desítky";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"min. vyšší desítky vokalizujících samcù, celkovì niší stovky adultù";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_4";NA;"litorály";"";"ne";"";"ne";0;"ne";"ne";"ano";"48:33,0";""
2021;"966";"CZ0423216_4";NA;"K066";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";12;"bezvìtøí";"oblaèno";"";NA;100;NA;"";"bez zákalu";"";"hejna menších ryb (perlíni, plotice)";40;"vìtší tùò (750 m2), mírné sklony bøehù, hustší litorály po obvodu, max. hloubka 1,5 m a více, pøevládající 0,8 m";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"kladení 4 pastí, vizuálni ani podbìrákem druh nezjištìn";NA;"vojar@fzp.czu.cz";NA;"vojar@fzp.czu.cz";NA;"ano";NA;NA;NA;NA;"CZ0423216_4";NA;"litorály";"";"ne";"";"ne";0;"ne";"ne";"ne";"49:56,0";"59:50,0"
2021;"967";"CZ0423216_4";NA;"K066";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";14;"bezvìtøí";"jasno";"";NA;100;NA;"";"bez zákalu";"";"hejna menších ryb (perlíni, plotice)";40;"vìtší tùò (750 m2), mírné sklony bøehù, hustší litorály po obvodu, max. hloubka 1,5 m a více, pøevládající 0,8 m";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;4;"";"3";"";1;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"ve 4 pastech 4 jedinci (3 samci, 1 samice, prùmìr 1 jed./past), v roce 2020 odchyceno ve 4 pastech 8 jedincù (2 jed./past)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_4";NA;"litorály";"";"ne";"";"ne";0;"ne";"ne";"ano";"58:37,0";""
2021;"968";"CZ0423216_4";NA;"K066";"";NA;"Bombina bombina";"00:00,0";"Jiøí Vojar";"ne";14;"bezvìtøí";"jasno";"";NA;100;NA;"";"bez zákalu";"";"hejna menších ryb (perlíni, plotice)";40;"vìtší tùò (750 m2), mírné sklony bøehù, hustší litorály po obvodu, max. hloubka 1,5 m a více, pøevládající 0,8 m";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"øádovì stovky";NA;"cca 100";NA;"";NA;"";NA;"";1;"";NA;"";NA;"";NA;"";NA;"";NA;"min. 100 vokalizujících samcù, celkovì min. niší stovky adultù + 1 sad. v pasti";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_4";NA;"litorály";"";"ne";"";"ne";0;"ne";"ne";"ano";"01:30,0";""
2021;"969";"CZ0423216_4";NA;"K066";"";NA;"Bombina bombina";"00:00,0";"Jiøí Vojar";"ano";18;"slabı";"zataeno";"";NA;NA;NA;"";"";"";"";NA;"vìtší tùò (750 m2), mírné sklony bøehù, hustší litorály po obvodu, max. hloubka 1,5 m a více, pøevládající 0,8 m";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"øádovì stovky";NA;"cca 100";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"niší stovky vokalizujících samcù, celkovì stovky adultù ";NA;"vojar@fzp.czu.cz";NA;"";NA;"";NA;NA;NA;NA;"CZ0423216_4";NA;"";"";"";"";"";NA;"";"";"ano";"03:55,0";""
2021;"970";"CZ0423216_4";NA;"K066";"";NA;"Bombina bombina";"00:00,0";"Jiøí Vojar";"ano";21;"bezvìtøí";"zataeno";"";NA;NA;NA;"";"";"";"";NA;"vìtší tùò (750 m2), mírné sklony bøehù, hustší litorály po obvodu, max. hloubka 1,5 m a více, pøevládající 0,8 m";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"øádovì stovky";NA;"cca 100";NA;"";NA;"";NA;"";NA;"";NA;"do 10";NA;"";NA;"";NA;"";NA;"niší stovky vokalizujících samcù, celkovì stovky adultù, jednotky pulcù (prolov, vizuálnì)";NA;"vojar@fzp.czu.cz";NA;"";NA;"";NA;NA;NA;NA;"CZ0423216_4";NA;"";"";"";"";"";NA;"";"";"ano";"05:32,0";""
2021;"971";"CZ0423216_4";NA;"K066";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ano";21;"bezvìtøí";"zataeno";"";NA;NA;NA;"";"";"";"";NA;"vìtší tùò (750 m2), mírné sklony bøehù, hustší litorály po obvodu, max. hloubka 1,5 m a více, pøevládající 0,8 m";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"vizuálnì + prolov, bez nálezu";NA;"vojar@fzp.czu.cz";NA;"";NA;"";NA;NA;NA;NA;"CZ0423216_4";NA;"";"";"";"";"";NA;"";"";"ne";"06:26,0";""
2021;"972";"CZ0423216_5";NA;"K078";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";12;"bezvìtøí";"oblaèno";"";NA;100;NA;"";"bez zákalu";"";"bez ryb";90;"rozloha cca 300 m2, max. hloubka kolem 0,8 m, prùmìrná 0,4 m, mírné sklony bøehù";NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì, zazemòování";"postupnı rozvoj litorálù, ty nyní zatáhly prakticky celou plochu";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"poloeno 5 pastí";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_5";NA;"litorály";"";"ne";"";"ne";0;"ne";"ne";"ne";"13:49,0";""
2021;"973";"CZ0423216_5";NA;"K078";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";14;"bezvìtøí";"jasno";"";NA;100;NA;"";"bez zákalu";"";"bez ryb";90;"rozloha cca 300 m2, max. hloubka kolem 0,8 m, prùmìrná 0,4 m, mírné sklony bøehù";NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì, zazemòování";"postupnı rozvoj litorálù, ty nyní zatáhly prakticky celou plochu";NA;NA;NA;5;"";"4";"";1;"";NA;"";NA;"";1;"";NA;"";NA;"";NA;"";NA;"";NA;"v 5 pastech 6 jedincù (1,2 jed./past), v roce 2020 pøi první kontrole (12.4.) 38 jedincù (7,8 jed./past)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_5";NA;"litorály";"";"ne";"";"ne";0;"ne";"ne";"ano";"21:22,0";""
2021;"974";"CZ0423216_5";NA;"K078";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ano";21;"bezvìtøí";"zataeno";"";NA;NA;NA;"";"";"";"";NA;"rozloha cca 300 m2, max. hloubka kolem 0,8 m, prùmìrná 0,4 m, mírné sklony bøehù";NA;NA;NA;NA;NA;"ano";"vıvoj biocenózy, sukcese všeobecnì, zazemòování";"postupnı rozvoj litorálù, ty nyní zatáhly prakticky celou plochu";NA;NA;NA;1;"";"1";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"pøi noèním pozorování u hladiny spatøen 1 samec (10 min)";NA;"vojar@fzp.czu.cz";NA;"";NA;"";NA;NA;NA;NA;"CZ0423216_5";NA;"";"";"";"";"";NA;"";"";"ano";"23:19,0";""
2021;"975";"CZ0423216_6";NA;"K282+K162";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";12;"bezvìtøí";"oblaèno";"";80;100;NA;"";"bez zákalu";"";"bez ryb";5;"dvì tùnì, menší (cca 80 m2) periodická s vodní vegetací (zatopené traviny), vìtší (250 m2) témìø bez vegetace, hloubka max. 1 m, pøevládající 0,6, mírné sklony, lesní tùnì, zastínìné";NA;NA;NA;NA;NA;"ne";"";"periodicitu menší tùnì nelze povaovat za ohroení, jeliko je vedle stálá tùò";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"poloení 5 pastí";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_6";NA;"periodické tùnì, litorály";"";"ne";"";"ne";80;"ne";"ne";"ne";"30:28,0";""
2021;"976";"CZ0423216_6";NA;"K282+K162";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";15;"bezvìtøí";"jasno";"odpoledne";80;100;NA;"";"bez zákalu";"";"bez ryb";5;"dvì tùnì, menší (cca 80 m2) periodická s vodní vegetací (zatopené traviny), vìtší (250 m2) témìø bez vegetace, hloubka max. 1 m, pøevládající 0,6, mírné sklony, lesní tùnì, zastínìné";NA;NA;NA;NA;NA;"ne";"";"periodicitu menší tùnì nelze povaovat za ohroení, jeliko je vedle stálá tùò";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"bez odchytu, v roce 2020 odchyceno pøi prvním odchytu (13.4.) 65 jedincù (13 jed./past), zdaleka nejvyšší poèty v rámci EVL; pasti zopakovat pozdìji";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_6";NA;"periodické tùnì, litorály";"";"ne";"";"ne";80;"ne";"ne";"ne";"34:16,0";""
2021;"977";"CZ0423216_6";NA;"K282+K162";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";21;"slabı";"zataeno";"";80;100;NA;"";"bez zákalu";"";"bez ryb";5;"dvì tùnì, menší (cca 80 m2) periodická s vodní vegetací (zatopené traviny), vìtší (250 m2) témìø bez vegetace, hloubka max. 1 m, pøevládající 0,6, mírné sklony, lesní tùnì, zastínìné";NA;NA;NA;NA;NA;"ne";"";"periodicitu menší tùnì nelze povaovat za ohroení, jeliko je vedle stálá tùò";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"poloeno 6 pastí (5 ve vìtší tùni, 1 v periodické), bez nálezu";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_6";NA;"periodické tùnì, litorály";"";"ne";"";"ne";80;"ne";"ne";"ne";"36:19,0";""
2021;"978";"CZ0423216_6";NA;"K282+K162";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";20;"slabı";"déš";"";80;100;NA;"";"bez zákalu";"";"bez ryb";5;"dvì tùnì, menší (cca 80 m2) periodická s vodní vegetací (zatopené traviny), vìtší (250 m2) témìø bez vegetace, hloubka max. 1 m, pøevládající 0,6, mírné sklony, lesní tùnì, zastínìné";NA;NA;NA;NA;NA;"ne";"";"periodicitu menší tùnì nelze povaovat za ohroení, jeliko je vedle stálá tùò";NA;NA;NA;35;"";"12";"";23;"";NA;"";NA;"";3;"";NA;"";NA;"";NA;"";NA;"";NA;"v 6 pastech odchyceno 38 jedincù, 37 v hlubší tùni (6,3 jed./past); v roce 2020 odchyceno 39 jedincù v 5 pastech (7,8 jed./past)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_6";NA;"periodické tùnì, litorály";"";"ne";"";"ne";80;"ne";"ne";"ano";"43:45,0";""
2021;"979";"CZ0423216_6";NA;"K282+K162";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";24;"bezvìtøí";"zataeno";"";80;100;NA;"";"bez zákalu";"";"bez ryb";5;"dvì tùnì, menší (cca 80 m2) periodická s vodní vegetací (zatopené traviny), vìtší (250 m2) témìø bez vegetace, hloubka max. 1 m, pøevládající 0,6, mírné sklony, lesní tùnì, zastínìné";NA;NA;NA;NA;NA;"ne";"";"periodicitu menší tùnì nelze povaovat za ohroení, jeliko je vedle stálá tùò";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"poloeno 10 pastí (9 ve vìtší tùni, 1 v periodické), bez nálezu";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_6";NA;"periodické tùnì, litorály";"";"ne";"";"ne";80;"ne";"ne";"ne";"45:21,0";""
2021;"980";"CZ0423216_6";NA;"K282+K162";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";21;"slabı";"déš";"";80;100;NA;"";"bez zákalu";"";"bez ryb";5;"dvì tùnì, menší (cca 80 m2) periodická s vodní vegetací (zatopené traviny), vìtší (250 m2) témìø bez vegetace, hloubka max. 1 m, pøevládající 0,6, mírné sklony, lesní tùnì, zastínìné";NA;NA;NA;NA;NA;"ne";"";"periodicitu menší tùnì nelze povaovat za ohroení, jeliko je vedle stálá tùò";NA;NA;NA;18;"";"7";"";11;"";NA;"";NA;"";2;"";NA;"";2;"";NA;"";NA;"";NA;"v 10 pastech celkem 20 jedincù (vše ve vìtší tùni, tj. 2 jed./past) + pozorovány 2 larvy";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_6";NA;"periodické tùnì, litorály";"";"ne";"";"ne";80;"ne";"ne";"ano";"53:10,0";""
2021;"997";"CZ0423216_7";NA;"K296+K298";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";12;"bezvìtøí";"oblaèno";"";NA;100;NA;"";"bez zákalu";"";"bez ryb";60;"dvì menší tùnì (cca 150–200 m2), strmìjší bøehy, lemy hustšího litorálu";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"poloeno 5 pastí (K296 - 3, K298 - 2)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_7";NA;"litorály";"";"ne";"";"ne";30;"ne";"ne";"ne";"41:27,0";""
2021;"998";"CZ0423216_7";NA;"K296+K298";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";10;"bezvìtøí";"jasno";"mìøeno v 10,00 hod.";NA;100;NA;"";"bez zákalu";"";"bez ryb";60;"dvì menší tùnì (cca 150–200 m2), strmìjší bøehy, lemy hustšího litorálu";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;18;"";"5";"";13;"";NA;"";NA;"";3;"";NA;"";NA;"";NA;"";NA;"";NA;"v 5 pastech celkem 21 jedincù (4,2 jed./past), vìtšina v K298; v roce 2020 odchyceno celkem 28 jedincù v 5 pastech (5,6 jed./past)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_7";NA;"litorály";"";"ne";"";"ne";30;"ne";"ne";"ano";"49:26,0";""
2021;"999";"CZ0423216_7";NA;"K296+K298";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";21;"slabı";"zataeno";"";NA;100;NA;"";"bez zákalu";"";"bez ryb";60;"dvì menší tùnì (cca 150–200 m2), strmìjší bøehy, lemy hustšího litorálu";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"poloeno 10 pastí (K296 - 2, K298 - 10), vizuálnì ani podbìrákem jedinci nezaznamenáni";NA;"vojar@fzp.czu.cz";NA;"vojar@fzp.czu.cz";NA;"ano";NA;NA;NA;NA;"CZ0423216_7";NA;"litorály";"";"ne";"";"ne";30;"ne";"ne";"ne";"51:08,0";"56:38,0"
2021;"1000";"CZ0423216_7";NA;"K296+K298";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";17;"slabı";"déš";"mìøeno v 8,50 hod.";NA;100;NA;"";"bez zákalu";"";"bez ryb";60;"dvì menší tùnì (cca 150–200 m2), strmìjší bøehy, lemy hustšího litorálu";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;9;"";"3";"";6;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"v 10 pastech celkem 9 jedincù (0,9 jed./past), v K298 pìt ks; v roce 2020 odchyceno celkem 28 jedincù v 5 pastech (5,6 jed./past)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_7";NA;"litorály";"";"ne";"";"ne";30;"ne";"ne";"ano";"56:04,0";""
2021;"1001";"CZ0423216_7";NA;"K296+K298";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";24;"bezvìtøí";"zataeno";"";NA;100;NA;"";"bez zákalu";"";"bez ryb";60;"dvì menší tùnì (cca 150–200 m2), strmìjší bøehy, lemy hustšího litorálu";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"poloeno 10 pastí (K296 - 4, K298 - 6), vizuálnì ani podbìrákem jedinci/larvy nezaznamenáni";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_7";NA;"litorály";"";"ne";"";"ne";30;"ne";"ne";"ne";"58:14,0";""
2021;"1002";"CZ0423216_7";NA;"K296+K298";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";17;"slabı";"déš";"";NA;100;NA;"";"bez zákalu";"";"bez ryb";60;"dvì menší tùnì (cca 150–200 m2), strmìjší bøehy, lemy hustšího litorálu";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;5;"";"3";"";2;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"v 10 pastech celkem 5 jedincù (0,5 jed./past), všichni v K298 pìt ks; larvy nezjištìny (podbìrák, vizuálnì)";NA;"vojar@fzp.czu.cz";NA;"";NA;"ano";NA;NA;NA;NA;"CZ0423216_7";NA;"litorály";"";"ne";"";"ne";30;"ne";"ne";"ano";"03:51,0";""
2021;"1023";"CZ0423216_8";NA;"K234";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";13;"bezvìtøí";"jasno";"";NA;100;NA;"";"bez zákalu";"";"hejna menších ryb (plotice, perlíni)";25;"velikost cca 800 m2, max. hloubka nad 1,5 m, pøevládající 1,2 m, mírné sklony bøehù, obklopené lesnickou rekultivací";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;8;"";"5";"";3;"";NA;"";NA;"";4;"";NA;"";NA;"";NA;"";NA;"";NA;"v 6 pastech odchyceno 12 jed. (2 jed./past); v roce 2020 odchyceno 11 jedincù (1,8 jed./past)";NA;"vojar@fzp.czu.cz";NA;"vojar@fzp.czu.cz";NA;"ano";NA;NA;NA;NA;"CZ0423216_8";NA;"litorály";"";"ne";"";"ne";40;"ne";"ne";"ano";"01:15,0";"07:10,0"
2021;"1024";"CZ0423216_8";NA;"K234";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ano";9;"bezvìtøí";"oblaèno";"";NA;NA;NA;"";"";"";"";NA;"velikost cca 800 m2, max. hloubka nad 1,5 m, pøevládající 1,2 m, mírné sklony bøehù, obklopené lesnickou rekultivací";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"kladení pastí (6 ks), pøi noèním pozorování hladiny èolci nezjištìni";NA;"vojar@fzp.czu.cz";NA;"";NA;"";NA;NA;NA;NA;"CZ0423216_8";NA;"";"";"";"";"";NA;"";"";"ne";"02:49,0";""
2021;"1025";"CZ0423216_8";NA;"K234";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ano";18;"slabı";"zataeno";"";NA;NA;NA;"";"";"";"";NA;"800 m2, litorály 25 %, hloubka 1,8/1,2 m";NA;NA;NA;NA;NA;"ne";"";"hejnka menších ryb";NA;NA;NA;1;"";"1";"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"";NA;"pozorován 1 samec pøi nádechu, kladení pastí (10 ks)";NA;"vojar@fzp.czu.cz";NA;"vojar@fzp.czu.cz";NA;"";NA;NA;NA;NA;"CZ0423216_8";NA;"";"";"";"";"";NA;"";"";"ano";"05:44,0";"08:31,0"
2021;"1026";"CZ0423216_8";NA;"K234";"";NA;"Triturus cristatus";"00:00,0";"Jiøí Vojar";"ne";19;"slabı";"zataeno";"";NA;100;NA;"";"bez zákalu";"";"hejnka malıch ryb";25;"viz pøedchozí zápisy";NA;NA;NA;NA;NA;"ne";"";"";NA;NA;NA;6;"";"4";"";2;"";NA;"";NA;"";1;"";NA;"";NA;"";NA;"";NA;"";NA;"7 jedincù v 10 pastech (0,7 jed./past); v roce 2020 31 jed. na 20 pastí (1,55 jed./past)";NA;"vojar@fzp.czu.cz";NA;"vojar@fzp.czu.cz";NA;"ano";NA;NA;NA;NA;"CZ0423216_8";NA;"litorály";"";"ne";"";"ne";40;"ne";"ne";"ano";"20:56,0";"59:30,0"
