SITECODE,NAZEV,SUBJECT,SIZE
CZ0713388,Protivanov,modrásek bahenní (Phengaris nausithous),2.8354
CZ0623329,Prudká,"netopır brvitı (Myotis emarginatus), vrápenec malı (Rhinolophus hipposideros)",0.1385
CZ0323163,Prùhonskı rybník,vrkoè útlı (Vertigo angustior),1.2448
CZ0624114,Pøední kout,"polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia), vıznaèná nalezištì vstavaèovitıch - prioritní stanovištì (6210*), subpanonské stepní trávníky (6240), panonské dubohabøiny (91G0), eurosibiøské stepní doubravy (91I0), pøástevník kostivalovı (Euplagia quadripunctaria)",692.8327
CZ0323641,Pøedslav - kostel,netopır velkı (Myotis myotis),0.0428
CZ0323161,Pøešínskı potok,rak kamenáè (Austropotamobius torrentium),1.3296
CZ0323162,Pøeštice - V Hlinkách,kuòka lutobøichá (Bombina variegata),9.3096
CZ0214012,Pøíhrazské skály,"jeskynì nepøístupné veøejnosti (8310), vláskatec tajemnı (Trichomanes speciosum), vrápenec malı (Rhinolophus hipposideros)",519.309
CZ0623801,Pøísnotickı les,èolek velkı (Triturus cristatus),10.7562
CZ0313129,Purkrabskı rybník a Toèník,páchník hnìdı (Osmoderma eremita),7.8973
CZ0323164,Rabí,vrkoè útlı (Vertigo angustior),2.8
CZ0713004,Raèinka,mihule ukrajinská (Eudontomyzon mariae),3.224
CZ0323166,Radbuza - Novı Dvùr - Pila,rak kamenáè (Austropotamobius torrentium),11.1974
CZ0323642,Radnice - kostel,netopır velkı (Myotis myotis),0.0457
CZ0423225,Radobıl,"polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), pøástevník kostivalovı (Euplagia quadripunctaria), saranèe skalní (Stenobothrus eurasius)",29.329
CZ0313116,Radomilická mokøina,kuòka ohnivá (Bombina bombina),45.4051
CZ0114001,Radotínské údolí,"panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), panonské šípákové doubravy (91H0), pøástevník kostivalovı (Euplagia quadripunctaria), vèelník rakouskı (Dracocephalum austriacum)",109.4444
CZ0210114,Radouè,"otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis) (2330), evropská suchá vøesovištì (4030), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), chasmofytická vegetace vápnitıch skalnatıch svahù (8210), sysel obecnı (Spermophilus citellus)",31.0088
CZ0213063,Rakovník - za koupalištìm,modrásek bahenní (Phengaris nausithous),9.9976
CZ0623365,Rakšické louky,"èolek velkı (Triturus cristatus), kuòka ohnivá (Bombina bombina)",74.9809
CZ0424033,Raná - Hrádek,"kontinentální opadavé køoviny (40A0), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), støedoevropské silikátové sutì (8150), saranèe skalní (Stenobothrus eurasius), sysel obecnı (Spermophilus citellus)",168.942
CZ0413009,Rankovickı triangl,hnìdásek chrastavcovı (Euphydryas aurinia),11.913
CZ0313513,Rašeliništì Kaplièky,"aktivní vrchovištì (7110), rašelinnı les (91D0), støevlík Ménétriésùv (Carabus menetriesi pacholei)",127.1044
CZ0313119,Rašeliništì Radlice,"èolek velkı (Triturus cristatus), váka jasnoskvrnná (Leucorrhinia pectoralis)",3.8751
CZ0613328,Rašelinné jezírko Rosièka,èolek velkı (Triturus cristatus),0.1231
CZ0534055,Ratajské rybníky,"bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), pøechodová rašeliništì a tøasovištì (7140), modrásek bahenní (Phengaris nausithous), modrásek oèkovanı (Phengaris teleius), srpnatka fermeová (Hamatocaulis vernicosus), vrkoè Geyerùv (Vertigo geyeri)",20.4137
CZ0212020,Reèkov,"pøechodová rašeliništì a tøasovištì (7140), zásaditá slatiništì (7230), popelivka sibiøská (Ligularia sibirica), vrkoè bainnı (Vertigo moulinsiana)",29.3347
CZ0714081,Rejvíz,"druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), aktivní vrchovištì (7110), pøechodová rašeliništì a tøasovištì (7140), rašelinnı les (91D0), acidofilní smrèiny (Vaccinio-Piceetea) (9410), støevlík hrbolatı (Carabus variolosus), šikoušek zelenı (Buxbaumia viridis)",591.3971
CZ0723421,Remízy u Bánova,bourovec trnkovı (Eriogaster catax),67.418
CZ0623045,Rendezvous,"páchník hnìdı (Osmoderma eremita), roháè obecnı (Lucanus cervus), tesaøík obrovskı (Cerambyx cerdo)",61.533
CZ0723024,Rochus,bourovec trnkovı (Eriogaster catax),57.9347
CZ0323167,Rokycany - vojenské cvièištì,kuòka lutobøichá (Bombina variegata),66.2522
CZ0513251,Rokytka,vranka obecná (Cottus gobio),0.8442
CZ0514670,Ronov - Vlhoš,"pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis) (6510), pøechodová rašeliništì a tøasovištì (7140), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Asperulo-Fagetum (9130), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), modrásek bahenní (Phengaris nausithous), modrásek oèkovanı (Phengaris teleius), vrkoè útlı (Vertigo angustior)",747.3622
CZ0623713,Rosice - zámek,netopır velkı (Myotis myotis),0.2343
CZ0613002,Roštejnská obora,netopır èernı (Barbastella barbastellus),49.8787
CZ0213064,Romitál pod Tøemšínem,èolek velkı (Triturus cristatus),56.8823
CZ0713739,Ruda nad Moravou,netopır velkı (Myotis myotis),0.2382
CZ0723755,Rusava - kostel,netopır velkı (Myotis myotis),0.024
CZ0623782,Rybnièní zámeèek,netopır brvitı (Myotis emarginatus),0.021
CZ0533312,Rybník Moøe,kuòka ohnivá (Bombina bombina),2.2636
CZ0523286,Rybník Smrkovák,kuòka ohnivá (Bombina bombina),14.4659
CZ0523287,Rybník Spáleništì,èolek velkı (Triturus cristatus),1.5954
CZ0213004,Rybník Starı u Líchov,kuòka ohnivá (Bombina bombina),3.1127
CZ0533697,Rybník Strach,kuòka ohnivá (Bombina bombina),2.6754
CZ0523003,Rybník Strašidlo,kuòka ohnivá (Bombina bombina),3.3151
CZ0213066,Rybník Voèert a Lazy,kuòka ohnivá (Bombina bombina),22.9898
CZ0314639,Rybníky u Lovìtína,"tvrdé oligo-mezotrofní vody s bentickou vegetací paronatek (3140), pøirozená dystrofní jezera a tùnì (3160), èolek velkı (Triturus cristatus), váka jasnoskvrnná (Leucorrhinia pectoralis)",11.0261
CZ0614052,Rybníky u Rudolce,"kuòka ohnivá (Bombina bombina), puchıøka útlá (Coleanthus subtilis)",49.4005
CZ0614058,Rybníky V Pouštích,"oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea (3130), pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), kuòka ohnivá (Bombina bombina), puchıøka útlá (Coleanthus subtilis)",25.797
CZ0714086,Rychlebské hory - Sokolskı høbet,"vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis) (6510), aktivní vrchovištì (7110), chasmofytická vegetace vápnitıch skalnatıch svahù (8210), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), jeskynì nepøístupné veøejnosti (8310), buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), acidofilní smrèiny (Vaccinio-Piceetea) (9410), netopır velkı (Myotis myotis), vrápenec malı (Rhinolophus hipposideros)",8045.7786
CZ0813462,Øeka Ostravice,"alpínské øeky a bylinná vegetace podél jejich bøehù (3220), alpínské øeky a jejich døevinná vegetace s vrbou šedou (Salix elaeagnos) (3240), vranka obecná (Cottus gobio)",203.336
CZ0623819,Øeka Rokytná,"hrouzek bìloploutvı (Gobio albipinnatus), velevrub tupı (Unio crassus)",123.6776
CZ0423227,Sinutec - Dlouhı kopec,pøástevník kostivalovı (Euplagia quadripunctaria),31.5786
CZ0513665,Skalice u Èeské Lípy,netopır velkı (Myotis myotis),0.0021
CZ0723423,Skalky,kuòka ohnivá (Bombina bombina),11.135
CZ0213512,Skoèová - pískovna,kuòka lutobøichá (Bombina variegata),3.1376
CZ0624102,Slanisko u Nesytu,"vnitrozemské slané louky (1340), vrkoè útlı (Vertigo angustior)",9.7703
CZ0213070,Slánsko - Byseòskı potok,páchník hnìdı (Osmoderma eremita),26.2641
CZ0523266,Slatinná louka u Roudnièky,vrkoè útlı (Vertigo angustior),29.7161
CZ0513255,Slatinné vrchy,tesaøík alpskı (Rosalia alpina),138.4586
CZ0533501,Slavická obora,páchník hnìdı (Osmoderma eremita),7.4476
CZ0723756,Slavièín - kostel,netopır velkı (Myotis myotis),0.1042
CZ0723757,Slavièín - zámek,netopır brvitı (Myotis emarginatus),0.1046
CZ0213071,Slavkov,kuòka ohnivá (Bombina bombina),4.6722
CZ0623025,Slavkovskı zámeckı park a aleje,páchník hnìdı (Osmoderma eremita),21.2649
CZ0313824,Slavonické rybníky,váka jasnoskvrnná (Leucorrhinia pectoralis),9.9583
CZ0723758,Slušovice - kostel,netopır velkı (Myotis myotis),0.0662
CZ0213072,Smeèno,páchník hnìdı (Osmoderma eremita),69.6107
CZ0513256,Smìdá,"klínatka rohatá (Ophiogomphus cecilia), mihule potoèní (Lampetra planeri), vranka obecná (Cottus gobio)",143.1561
CZ0713740,Sobotín - domov dùchodcù,vrápenec malı (Rhinolophus hipposideros),0.024
CZ0313113,Sokolí hnízdo a baantnice,páchník hnìdı (Osmoderma eremita),47.5879
CZ0813468,Sokolí potok,støevlík hrbolatı (Carabus variolosus),49.9616
CZ0410150,Soos,"vnitrozemské slané louky (1340), tvrdé oligo-mezotrofní vody s bentickou vegetací paronatek (3140), pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), pøirozená dystrofní jezera a tùnì (3160), pøechodová rašeliništì a tøasovištì (7140), prolákliny na rašelinném podloí (Rhynchosporion) (7150), rašelinnı les (91D0), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), hnìdásek chrastavcovı (Euphydryas aurinia)",458.7625
CZ0713741,Soudkova štola,vrápenec malı (Rhinolophus hipposideros),0.7176
CZ0624119,Soutok - Podluí,"oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea (3130), pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), níinné a horské vodní toky s vegetací svazù Ranunculion fluitantis a Callitricho-Batrachion (3260), bahnité bøehy øek s vegetací svazù Chenopodion rubri p.p. a Bidention p.p. (3270), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), nivní louky øíèních údolí svazu Cnidion dubii (6440), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), smíšené luní lesy s dubem letním (Quercus robur), jilmem vazem (Ulmus laevis), j. habrolistım (U. minor), jasanem ztepilım (Fraxinus excelsior) nebo j. úzkolistım (F. angustifolia) podél velkıch øek atlantské a støedoevropské provincie (Ulmenion minoris) (91F0), panonské dubohabøiny (91G0), bobr evropskı (Castor fiber), bolen dravı (Aspius aspius), èolek dunajskı (Triturus dobrogicus), drsek vìtší (Zingel zingel), hoøavka duhová (Rhodeus sericeus amarus), hrouzek bìloploutvı (Gobio albipinnatus), jedík dunajskı (Gymnocephalus baloni), jedík lutı (Gymnocephalus schraetser), klínatka rohatá (Ophiogomphus cecilia), kuòka ohnivá (Bombina bombina), lesák rumìlkovı (Cucujus cinnaberinus), ohniváèek èernoèárnı (Lycaena dispar), ostrucha køivoèará (Pelecus cultratus), páchník hnìdı (Osmoderma eremita), piskoø pruhovanı (Misgurnus fossilis), sekavec (Cobitis taenia), svinutec tenkı (Anisus vorticulus), tesaøík obrovskı (Cerambyx cerdo), velevrub tupı (Unio crassus), vydra øíèní (Lutra lutra)",9713.6818
CZ0810018,Sovinec,"buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), netopır èernı (Barbastella barbastellus), šikoušek zelenı (Buxbaumia viridis)",2559.7848
CZ0713827,Stará Èervená Voda - lesní komplex,kuòka lutobøichá (Bombina variegata),331.974
CZ0523288,Stará Metuje,klínatka rohatá (Ophiogomphus cecilia),21.9187
CZ0813469,Staré hliništì,èolek velkı (Triturus cristatus),4.6741
CZ0523682,Staré Hrady - zámek,vrápenec malı (Rhinolophus hipposideros),1.0308
CZ0813764,Staré Oldøùvky,"netopır brvitı (Myotis emarginatus), netopır velkı (Myotis myotis)",0.0412
CZ0623707,Starı zámek Jevišovice,netopır velkı (Myotis myotis),0.5575
CZ0613333,Stavištì,vranka obecná (Cottus gobio),3.3901
CZ0624043,Stolová hora,"panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia) (6210), subpanonské stepní trávníky (6240), vápnité sutì pahorkatin a horského stupnì (8160), chasmofytická vegetace vápnitıch skalnatıch svahù (8210), jeskynì nepøístupné veøejnosti (8310), hvozdík Lumnitzerùv (Dianthus lumnitzeri), koniklec velkokvìtı (Pulsatilla grandis), kosatec skalní píseènı (Iris humilis subsp. arenaria), pøástevník kostivalovı (Euplagia quadripunctaria), roháè obecnı (Lucanus cervus)",77.1183
CZ0723424,Stonáè,kuòka ohnivá (Bombina bombina),5.5088
CZ0423228,Strádovskı rybník,kuòka ohnivá (Bombina bombina),3.7983
CZ0723425,Stránì u Popovic,bourovec trnkovı (Eriogaster catax),130.8608
CZ0624068,Stránická Morava,"pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), bahnité bøehy øek s vegetací svazù Chenopodion rubri p.p. a Bidention p.p. (3270), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), smíšené luní lesy s dubem letním (Quercus robur), jilmem vazem (Ulmus laevis), j. habrolistım (U. minor), jasanem ztepilım (Fraxinus excelsior) nebo j. úzkolistım (F. angustifolia) podél velkıch øek atlantské a støedoevropské provincie (Ulmenion minoris) (91F0), bobr evropskı (Castor fiber), klínatka rohatá (Ophiogomphus cecilia), lesák rumìlkovı (Cucujus cinnaberinus), piskoø pruhovanı (Misgurnus fossilis)",658.6114
CZ0623797,Stránicko,ohniváèek èernoèárnı (Lycaena dispar),181.4488
CZ0313123,Stropnice,"modrásek oèkovanı (Phengaris teleius), vydra øíèní (Lutra lutra)",1244.0346
CZ0214039,Stroupínskı potok,"rak kamenáè (Austropotamobius torrentium), vranka obecná (Cottus gobio)",5.9415
CZ0513257,Strunické rybníky,kuòka ohnivá (Bombina bombina),15.8335
CZ0623366,Støelická bainka,èolek velkı (Triturus cristatus),2.9268
CZ0323646,Støíbro - štoly Dlouhı tah,netopır èernı (Barbastella barbastellus),0.0398
CZ0323169,Støíbro - vojenské cvièištì,"èolek velkı (Triturus cristatus), kuòka lutobøichá (Bombina variegata)",108.6313
CZ0723426,Støíovice,kuòka ohnivá (Bombina bombina),29.5549
CZ0623026,Studánkovı vrch,bourovec trnkovı (Eriogaster catax),12.3099
CZ0813472,Suchá Rudná - zlatı lom,èolek velkı (Triturus cristatus),3.3297
CZ0213077,Suchdolskı rybník,èolek velkı (Triturus cristatus),10.8745
CZ0213626,Suchomasty - zámeèek,vrápenec malı (Rhinolophus hipposideros),0.0471
CZ0514041,Suchı vrch - Nadìje,"evropská suchá vøesovištì (4030), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), jeskynì nepøístupné veøejnosti (8310), buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), netopır èernı (Barbastella barbastellus), netopır velkouchı (Myotis bechsteinii)",187.7514
CZ0213631,Svatá Dobrotivá,netopır velkı (Myotis myotis),0.44
CZ0624234,Svatı kopeèek u Mikulova,"panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), subpanonské stepní trávníky (6240), kosatec skalní píseènı (Iris humilis subsp. arenaria), pøástevník kostivalovı (Euplagia quadripunctaria), roháè obecnı (Lucanus cervus)",46.8923
CZ0423659,Svìtlík,váka jasnoskvrnná (Leucorrhinia pectoralis),65.753
CZ0213005,Šáchovec,kuòka ohnivá (Bombina bombina),2.3818
CZ0613013,Šilhánky,kuòka ohnivá (Bombina bombina),5.6951
CZ0813461,Šilheøovice,páchník hnìdı (Osmoderma eremita),95.1904
CZ0613332,Šlapanka a Zlatı potok,vydra øíèní (Lutra lutra),245.3877
CZ0624116,Špidláky,"panonské sprašové stepní trávníky (6250), katrán tatarskı (Crambe tataria), pelynìk Panèièùv (Artemisia pancicii), støevlík panonskı (Carabus hungaricus)",15.3668
CZ0714080,Špranìk,"vápnité nebo bazické skalní trávníky (Alysso-Sedion albi) (6110), chasmofytická vegetace vápnitıch skalnatıch svahù (8210), jeskynì nepøístupné veøejnosti (8310), buèiny asociace Asperulo-Fagetum (9130), støedoevropské vápencové buèiny (Cephalanthero-Fagion) (9150), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), netopır brvitı (Myotis emarginatus), netopır èernı (Barbastella barbastellus), netopır velkouchı (Myotis bechsteinii), vrápenec malı (Rhinolophus hipposideros)",270.546
CZ0313122,Štìkeò,tesaøík obrovskı (Cerambyx cerdo),6.0222
CZ0614059,Štíøí dùl - Øeka,"druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), pøechodová rašeliništì a tøasovištì (7140), zásaditá slatiništì (7230), hoøeèek mnohotvarı èeskı (Gentianella praecox subsp. bohemica), srpnatka fermeová (Hamatocaulis vernicosus), šikoušek zelenı (Buxbaumia viridis), vrkoè Geyerùv (Vertigo geyeri)",92.5992
CZ0813765,Štola Franz - Franz,"netopır brvitı (Myotis emarginatus), netopır velkı (Myotis myotis), vrápenec malı (Rhinolophus hipposideros)",0.0398
CZ0813766,Štola Jakartovice,netopır velkı (Myotis myotis),0.0376
CZ0213615,Štola Jarnice,vrápenec malı (Rhinolophus hipposideros),0.0399
CZ0323644,Štola Loreta,netopır velkı (Myotis myotis),0.0398
CZ0713742,Štola Marie Pomocná,netopır velkı (Myotis myotis),3.3217
CZ0713743,Štola Maøka,"netopır èernı (Barbastella barbastellus), netopır velkı (Myotis myotis)",2.5913
CZ0213620,Štola Moøic,netopır velkı (Myotis myotis),0.3053
CZ0523683,Štola Portál,"netopır èernı (Barbastella barbastellus), netopır velkı (Myotis myotis)",0.0398
CZ0323637,Štola Rohatiny I,netopır velkı (Myotis myotis),0.0398
CZ0723759,Štola Sintrová,vrápenec malı (Rhinolophus hipposideros),0.0398
CZ0323645,Štola Vìra,netopır velkı (Myotis myotis),0.0398
CZ0213621,Štoly Velké Ameriky,"netopır èernı (Barbastella barbastellus), netopır velkı (Myotis myotis)",33.5465
CZ0314024,Šumava,"oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea (3130), pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition (3150), pøirozená dystrofní jezera a tùnì (3160), níinné a horské vodní toky s vegetací svazù Ranunculion fluitantis a Callitricho-Batrachion (3260), evropská suchá vøesovištì (4030), formace jalovce obecného (Juniperus communis) na vøesovištích nebo vápnitıch trávnících (5130), druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech) (6230), bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae) (6410), vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì (6430), extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis) (6510), horské seèené louky (6520), aktivní vrchovištì (7110), degradovaná vrchovištì (ještì schopná pøirozené obnovy) (7120), pøechodová rašeliništì a tøasovištì (7140), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), rašelinnı les (91D0), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), acidofilní smrèiny (Vaccinio-Piceetea) (9410), hoøeèek mnohotvarı èeskı (Gentianella praecox subsp. bohemica), mihule potoèní (Lampetra planeri), netopır velkı (Myotis myotis), perlorodka øíèní (Margaritifera margaritifera), rys ostrovid (Lynx lynx), srpnatka fermeová (Hamatocaulis vernicosus), støevlík Ménétriésùv (Carabus menetriesi pacholei), šikoušek zelenı (Buxbaumia viridis), vranka obecná (Cottus gobio), vrápenec malı (Rhinolophus hipposideros), vydra øíèní (Lutra lutra)",171925.2166
CZ0623027,Šumické rybníky,kuòka ohnivá (Bombina bombina),49.0887
CZ0313125,Tábor - Zahrádka,kuòka ohnivá (Bombina bombina),30.0786
CZ0623011,Tasovickı lom,èolek dravı (Triturus carnifex),11.0438
CZ0623717,Tavíkovice - zámek,netopır brvitı (Myotis emarginatus),0.1457
CZ0413195,Teplá s pøítoky a Otroèínskı potok,vranka obecná (Cottus gobio),27.5302
CZ0313004,Terèino údolí,modrásek oèkovanı (Phengaris teleius),5.9199
CZ0213628,Toèník - hrad,netopır velkı (Myotis myotis),0.4043
CZ0623046,Trávní dvùr,"smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), kuòka ohnivá (Bombina bombina), lesák rumìlkovı (Cucujus cinnaberinus), piskoø pruhovanı (Misgurnus fossilis)",325.8144
CZ0213078,Trhovky,sysel obecnı (Spermophilus citellus),17.7027
CZ0613334,Trnava,"níinné a horské vodní toky s vegetací svazù Ranunculion fluitantis a Callitricho-Batrachion (3260), vydra øíèní (Lutra lutra)",225.007
CZ0213059,Tøebichovická olšinka,vrkoè útlı (Vertigo angustior),0.4477
CZ0313131,Tøeboò,"páchník hnìdı (Osmoderma eremita), tesaøík obrovskı (Cerambyx cerdo)",98.1216
CZ0314023,Tøeboòsko - støed,"otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis) (2330), pøirozená dystrofní jezera a tùnì (3160), pøechodová rašeliništì a tøasovištì (7140), prolákliny na rašelinném podloí (Rhynchosporion) (7150), staré acidofilní doubravy s dubem letním (Quercus robur) na písèitıch pláních (9190), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), smíšené luní lesy s dubem letním (Quercus robur), jilmem vazem (Ulmus laevis), j. habrolistım (U. minor), jasanem ztepilım (Fraxinus excelsior) nebo j. úzkolistım (F. angustifolia) podél velkıch øek atlantské a støedoevropské provincie (Ulmenion minoris) (91F0), klínatka rohatá (Ophiogomphus cecilia), kuòka ohnivá (Bombina bombina), páchník hnìdı (Osmoderma eremita), piskoø pruhovanı (Misgurnus fossilis), potápník dvojèárı (Graphoderus bilineatus), sekavec (Cobitis taenia), srpnatka fermeová (Hamatocaulis vernicosus), tesaøík obrovskı (Cerambyx cerdo), vydra øíèní (Lutra lutra)",4027.6697
CZ0323478,Tøebıcinka u Bezdìkova,kuòka lutobøichá (Bombina variegata),0.6908
CZ0213043,Tøeštibok,pøástevník kostivalovı (Euplagia quadripunctaria),29.0339
CZ0624098,Turold,"jeskynì nepøístupné veøejnosti (8310), kosatec skalní píseènı (Iris humilis subsp. arenaria), vrápenec malı (Rhinolophus hipposideros)",16.8382
CZ0523005,Tuøí rybník,kuòka ohnivá (Bombina bombina),115.4628
CZ0624106,Tvoøihrázskı les,"dubohabøiny asociace Galio-Carpinetum (9170), panonské dubohabøiny (91G0), netopır èernı (Barbastella barbastellus), roháè obecnı (Lucanus cervus), tesaøík obrovskı (Cerambyx cerdo)",1468.2272
CZ0713391,Tın nad Beèvou,svinutec tenkı (Anisus vorticulus),2.51
CZ0213629,Tınecká rotunda,netopır velkı (Myotis myotis),0.0079
CZ0213061,Tınecké mokøiny,kuòka ohnivá (Bombina bombina),77.0749
CZ0413196,Tıništì,kuòka ohnivá (Bombina bombina),5.8321
CZ0523290,Tınišské Poorlièí,páchník hnìdı (Osmoderma eremita),648.7489
CZ0214011,Tıøov - Oupoøskı potok,"kontinentální opadavé køoviny (40A0), panonské skalní trávníky (Stipo-Festucetalia pallentis) (6190), extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis) (6510), støedoevropské silikátové sutì (8150), chasmofytická vegetace silikátovıch skalnatıch svahù (8220), buèiny asociace Luzulo-Fagetum (9110), buèiny asociace Asperulo-Fagetum (9130), dubohabøiny asociace Galio-Carpinetum (9170), lesy svazu Tilio-Acerion na svazích, sutích a v roklích (9180), smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae) (91E0), dvouhrotec zelenı (Dicranum viride), kovaøík fialovı (Limoniscus violaceus), rak kamenáè (Austropotamobius torrentium)",1341.2204
CZ0613335,U Borovné,kuòka ohnivá (Bombina bombina),18.1995
CZ0413182,U bunkru,hnìdásek chrastavcovı (Euphydryas aurinia),56.5867
CZ0413018,U hájenky,hnìdásek chrastavcovı (Euphydryas aurinia),6.2966
CZ0623367,U Huberta,èolek velkı (Triturus cristatus),2.514
CZ0413017,U Jedlové,hnìdásek chrastavcovı (Euphydryas aurinia),30.0173
CZ0614135,U Milièovska,"pøechodová rašeliništì a tøasovištì (7140), vrkoè Geyerùv (Vertigo geyeri)",6.0771
CZ0533005,U Pohránovského rybníka,lesák rumìlkovı (Cucujus cinnaberinus),64.9655
CZ0413193,U sedmi rybníkù,èolek velkı (Triturus cristatus),7.557
CZ0423229,Údlické Doubí,roháè obecnı (Lucanus cervus),43.8137
CZ0723430,Údolí Bánovského potoka,"bourovec trnkovı (Eriogaster catax), kuòka lutobøichá (Bombina variegata)",21.6227
